用户编码,姓名,经历序号,起始时间（YYYY-MM-DD）,终止时间（（YYYY-MM-DD））,是否全国性组织,是否中央派出,一级关键词编码,地方一级关键词,二级关键词编码,地方二级关键词,地区级别,录入信息备注,地方三级关键词,基本大类别,职务一级关键词编码,职务一级关键词,录入信息备注,职务二级关键词,职务三级关键词,具体职务,级别,标志位,学历,序号
8,张秋波,13,1/1/1993,6/1/1996,否,否,370000,山东省,370600,烟台市,地级市（区）,,,党委,1349,经济技术开发区管委会,,,,书记,正处,无,硕士,13
8,张秋波,14,1/1/1993,6/1/1996,否,否,370000,山东省,370600,烟台市,地级市（区）,,芝罘区,党委,1300,党委常委会/政治局 ,,,,书记,正处,无,硕士,14
8,张秋波,15,6/1/1996,12/1/1997,否,否,370000,山东省,,,,,,政府_国务院,2662,政府/国务院办公厅,,,,副主任,副厅,秘书,硕士,15
8,张秋波,16,12/1/1997,6/1/2000,否,否,370000,山东省,371500,聊城市,地级市（区）,,,党委,1302,组织部 （党委）,,,,部长,副厅,市组织部长,硕士,16
8,张秋波,17,12/1/1997,1/1/2001,否,否,370000,山东省,371500,聊城市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,副书记,副厅,市委副书记（专职）,硕士,17
8,张秋波,18,1/1/2001,2/1/2001,否,否,370000,山东省,371500,聊城市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,代市长,正厅,市长,硕士,18
8,张秋波,19,2/1/2001,10/1/2006,否,否,370000,山东省,371500,聊城市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,市长,正厅,市长,硕士,19
8,张秋波,20,10/1/2006,12/1/2011,否,否,370000,山东省,370500,东营市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,书记,正厅,市委书记,硕士,20
8,张秋波,21,2/1/2012,7/1/2015,否,否,370000,山东省,,,,,,人大,1020,城乡建设与环境资源保护委员会,,,,副主任委员,正厅,无,硕士,21
8,张秋波,22,2/1/2012,7/1/2015,否,否,370000,山东省,,,,,,人大,1000,人大常委会,,,,委员,正厅,无,硕士,22
9,林峰海,1,9/1/1980,7/1/1984,是,否,370000,山东省,,,,,,学校,37012,山东农业大学,,,农业经济管理专业,学生,无级别,学校,本科,1
9,林峰海,2,7/1/1984,12/1/1988,否,否,370000,山东省,,,,,,党委,1363,农村工作部,,体制政策处,,科员,小于副处,无,本科,2
9,林峰海,3,12/1/1988,7/1/1990,否,否,370000,山东省,,,,,,政府_国务院,2705,农业委员会,,调研室,,科员,小于副处,无,本科,3
9,林峰海,4,7/1/1990,7/1/1992,否,否,370000,山东省,,,,,,政府_国务院,2705,农业委员会,,调研室,,主任科员,小于副处,无,本科,4
9,林峰海,5,7/1/1992,7/1/1993,否,否,370000,山东省,,,,,,政府_国务院,2705,农业委员会,,办公室,,副主任,副处,秘书,本科,5
9,林峰海,6,7/1/1993,12/1/1995,否,否,370000,山东省,,,,,,政府_国务院,2705,农业委员会,,生产处,,副处长,副处,无,本科,6
9,林峰海,7,12/1/1995,9/1/2000,否,否,370000,山东省,,,,,,政府_国务院,2705,农业委员会,,生产处,,处长,正处,无,本科,7
9,林峰海,8,9/1/2000,1/1/2001,否,否,370000,山东省,,,,,,政府_国务院,2620,农业部/厅/局,,发展计划处,,处长,正处,无,本科,8
9,林峰海,9,1/1/2001,12/1/2002,否,否,370000,山东省,,,,,,政府_国务院,2620,农业部/厅/局,,发展计划处,,副厅长,副厅,无,本科,9
9,林峰海,10,9/1/2001,12/1/2001,是,否,370000,山东省,,,,,,学校,80248,山东省委党校,,干部进修班,,学员,副厅,学校,本科,10
9,林峰海,11,12/1/2002,11/1/2006,否,否,370000,山东省,371500,聊城市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,副市长,副厅,副市长（常委）,本科,11
9,林峰海,12,11/1/2006,3/1/2007,否,否,370000,山东省,371500,聊城市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,代市长,正厅,市长,本科,12
9,林峰海,13,11/1/2006,3/1/2013,否,否,370000,山东省,371500,聊城市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,市长,正厅,市长,本科,13
9,林峰海,14,2/1/2013,2/1/2015,否,否,370000,山东省,371500,聊城市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,书记,正厅,市委书记,本科,14
9,林峰海,15,2/1/2013,2/1/2015,否,否,370000,山东省,371500,聊城市,地级市（区）,,,人大,1000,人大常委会,,,,主任,正厅,无,本科,15
9,林峰海,16,2/1/2013,2/1/2015,是,否,370000,山东省,371500,聊城市,地级市（区）,,,学校,81872,山东省聊城市委党校,,,,校长,正厅,学校,本科,16
9,林峰海,17,2/1/2013,2/1/2015,是,否,370000,山东省,371500,聊城市,地级市（区）,,,军队,7081,军分区,,党委,,第一书记,正厅,军队,本科,17
9,林峰海,18,2/1/2015,7/1/2015,否,否,370000,山东省,371300,临沂市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,书记,正厅,市委书记,本科,18
9,林峰海,19,2/1/2015,7/1/2015,是,否,370000,山东省,371300,临沂市,地级市（区）,,,学校,82297,山东省临沂市委党校,,,,校长,正厅,学校,本科,19
9,林峰海,20,3/1/2015,7/1/2015,否,否,370000,山东省,371300,临沂市,地级市（区）,,,人大,1000,人大常委会,,,,主任,正厅,无,本科,20
10,石军,1,12/1/1970,9/1/1972,否,否,370000,山东省,370500,东营市,地级市（区）,,利津县,地方企业,5603,利津县农机厂,,,,工人,无级别,无,高中,1
10,石军,2,9/1/1972,7/1/1974,是,否,370000,山东省,,,,,,学校,37006,山东省机械工业学校,,,,学生,无级别,学校,专科,2
10,石军,3,7/1/1974,10/1/1979,是,否,370000,山东省,,,,,,学校,37006,山东省机械工业学校,,团委,,书记,小于副处,学校,专科,3
10,石军,4,10/1/1979,2/1/1984,否,否,370000,山东省,,,,,,政府_国务院,2604,经济贸易委员会,,企业管理处,,正科级干部,小于副处,无,专科,4
10,石军,5,9/1/1980,6/1/1982,是,否,370000,山东省,,,,,,学校,80248,山东省委党校,,经济理论专业,干部专修科,学员,小于副处,学校,本科,5
10,石军,6,2/1/1984,3/1/1985,否,否,370000,山东省,,,,,,政府_国务院,2604,经济贸易委员会,,经委,企业管理处,副处长,副处,无,本科,6
10,石军,7,3/1/1985,11/1/1987,否,否,370000,山东省,,,,,,政府_国务院,2604,经济贸易委员会,,机关党委,,副书记,副处,无,本科,7
10,石军,8,11/1/1987,10/1/1988,否,否,370000,山东省,,,,,,政府_国务院,2604,经济贸易委员会,,综合处,,副处长,副处,无,本科,8
10,石军,9,10/1/1988,6/1/1991,否,否,370000,山东省,,,,,,政府_国务院,2604,经济贸易委员会,,办公室,,主任,正处,秘书,本科,9
10,石军,10,6/1/1991,12/1/1997,否,否,370000,山东省,,,,,,政府_国务院,2604,经济贸易委员会,,,,副主任,副厅,无,本科,10
10,石军,11,8/1/1992,12/1/1994,是,否,370000,山东省,,,,,,学校,37001,山东大学,,在职研究生班,法学专业,学员,副厅,学校,硕士,11
10,石军,12,9/1/1993,7/1/1994,是,否,840000,中央,,,,,,学校,80001,中央党校,,中青年干部培训班,,学员,副厅,学校,硕士,12
10,石军,13,10/1/1995,4/1/1997,否,否,370000,山东省,370900,泰安市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,挂职副书记,副厅,市委副书记（专职）,硕士,13
10,石军,14,8/1/1996,5/1/1999,是,否,370000,山东省,,,,,,学校,37001,山东大学,,国政学院,科社专业,学员,正厅,学校,博士,14
10,石军,15,12/1/1997,1/1/2001,否,否,370000,山东省,370500,东营市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,市长,正厅,市长,博士,15
10,石军,16,1/1/2001,10/1/2006,否,否,370000,山东省,370500,东营市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,书记,正厅,市委书记,博士,16
10,石军,17,10/1/2006,5/1/2011,否,否,620000,甘肃省,,,,,,政府_国务院,2600,政府/国务院（综合）,,,,副省长,副部,副省长（非常委）,博士,17
10,石军,18,5/1/2011,8/1/2012,否,否,620000,甘肃省,,,,,,政府_国务院,2600,政府/国务院（综合）,,,,副省长,副部,副省长（常委）,博士,18
10,石军,19,6/1/2012,6/1/2015,是,否,840000,中央,,,,,,政协,1100,政协常委会,,常务委员会,经济委员会,副主任,副部,无,博士,19
11,姜杰,1,9/1/1981,7/1/1985,是,否,370000,山东省,,,,,,学校,37001,山东大学,,历史系,世界历史专业,学生,无级别,学校,本科,1
11,姜杰,2,7/1/1985,5/1/1991,否,否,370000,山东省,370200,青岛市,副省级城市,,,党委,1348,青岛日报社,,,,记者,无级别,无,本科,2
11,姜杰,3,5/1/1991,9/1/1993,否,否,370000,山东省,370200,青岛市,副省级城市,,,党委,1301,党委办公厅 /室,,督察处,,秘书,小于副处,秘书,本科,3
11,姜杰,4,9/1/1993,12/1/1994,否,否,370000,山东省,370200,青岛市,副省级城市,,,党委,1301,党委办公厅 /室,,督察处,,副处级秘书,副处,秘书,本科,4
11,姜杰,5,12/1/1994,9/1/1998,否,是,370000,山东省,370200,青岛市,副省级城市,,,行业协会_人民团体,6621,国际贸易促进委员会,,欧美投资事务处,欧美投资事务处,处长,正处,无,本科,5
11,姜杰,6,9/1/1998,2/1/2000,否,是,370000,山东省,370200,青岛市,副省级城市,,,行业协会_人民团体,6621,国际贸易促进委员会,,欧美投资事务处,,副会长,副厅,无,本科,6
11,姜杰,7,9/1/1999,7/1/2001,是,否,110000,北京市,,,,,,学校,11018,对外经济贸易大学,,研究生课程进修班,涉外经济专业,学员,副厅,学校,硕士,7
11,姜杰,8,2/1/2000,12/1/2002,否,否,370000,山东省,370200,青岛市,副省级城市,,黄岛区,政府_国务院,2600,政府/国务院（综合）,,,,区长,副厅,无,硕士,8
11,姜杰,9,2/1/2000,6/1/2003,否,否,370000,山东省,370200,青岛市,副省级城市,,,党委,1349,经济技术开发区管委会,,,,主任,副厅,无,硕士,9
11,姜杰,10,9/1/2002,1/1/2006,是,否,110000,北京市,,,,,,学校,11003,中国人民大学,,公共管理学院,行政管理专业,学员,副厅,学校,博士,10
11,姜杰,11,12/1/2002,9/1/2004,否,否,370000,山东省,370200,青岛市,副省级城市,,黄岛区,党委,1300,党委常委会/政治局 ,,,,书记,副厅,无,博士,11
11,姜杰,12,9/1/2004,1/1/2011,否,否,370000,山东省,370200,青岛市,副省级城市,,黄岛区,党委,1300,党委常委会/政治局 ,,,,正厅级书记,正厅,无,博士,12
11,姜杰,13,12/1/2005,1/1/2011,否,否,370000,山东省,370200,青岛市,副省级城市,,,党委,1349,经济技术开发区管委会,,,,主任,正厅,无,博士,13
11,姜杰,14,1/1/2011,6/1/2011,否,否,370000,山东省,370500,东营市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,代市长,正厅,市长,博士,14
11,姜杰,15,6/1/2011,12/1/2011,否,否,370000,山东省,370500,东营市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,市长,正厅,市长,博士,15
11,姜杰,16,12/1/2011,5/1/2013,否,否,370000,山东省,370500,东营市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,书记,正厅,市委书记,博士,16
11,姜杰,17,5/1/2013,7/1/2015,否,否,540000,西藏自治区,,,,,,政府_国务院,2600,政府/国务院（综合）,,,,副主席,副部,副省长（非常委）,博士,17
12,刘国信,1,10/1/1962,6/1/1972,否,否,370000,山东省,371000,威海市,地级市（区）,,荣成市,政府_国务院,2669,供销合作社,,,,副主任,小于副处,无,初中,1
12,刘国信,2,6/1/1972,11/1/1975,否,否,370000,山东省,371000,威海市,地级市（区）,,荣成市,基层组织,3501,城乡公社,,,,经管员,小于副处,无,初中,2
12,刘国信,3,11/1/1975,11/1/1978,否,否,370000,山东省,371000,威海市,地级市（区）,,荣成市,政府_国务院,2620,农业部/厅/局,,,,科员,小于副处,无,初中,3
12,刘国信,4,11/1/1978,8/1/1980,否,否,370000,山东省,371000,威海市,地级市（区）,,荣成市,政府_国务院,2620,农业部/厅/局,,,,副局长,小于副处,无,初中,4
12,刘国信,5,8/1/1980,4/1/1982,否,否,370000,山东省,371000,威海市,地级市（区）,,荣成市,基层组织,3502,黎明公社,,,,党委书记,小于副处,无,初中,5
12,刘国信,6,4/1/1982,11/1/1983,否,否,370000,山东省,371000,威海市,地级市（区）,,荣成市,基层组织,3503,桥头公社,,,,党委书记,小于副处,无,初中,6
12,刘国信,7,11/1/1983,2/1/1984,否,否,370000,山东省,371000,威海市,地级市（区）,,荣成市,党委,1300,党委常委会/政治局 ,,,,党委书记,小于副处,无,初中,7
12,刘国信,8,2/1/1984,4/1/1987,否,否,370000,山东省,371000,威海市,地级市（区）,,荣成市,政府_国务院,2669,供销合作社,,供销社,,主任,小于副处,无,初中,8
12,刘国信,9,4/1/1987,12/1/1987,否,否,370000,山东省,371000,威海市,地级市（区）,,荣成市,政府_国务院,2600,政府/国务院（综合）,,,,副县长,副处,无,初中,9
12,刘国信,10,12/1/1987,12/1/1989,否,否,370000,山东省,371000,威海市,地级市（区）,,荣成市,党委,1300,党委常委会/政治局 ,,,,副书记,副处,无,初中,10
12,刘国信,11,12/1/1989,3/1/1990,否,否,370000,山东省,371000,威海市,地级市（区）,,环翠区,政府_国务院,2600,政府/国务院（综合）,,,,代区长,正处,无,初中,11
12,刘国信,12,3/1/1990,7/1/1992,否,否,370000,山东省,371000,威海市,地级市（区）,,环翠区,政府_国务院,2600,政府/国务院（综合）,,,,区长,正处,无,初中,12
12,刘国信,13,7/1/1992,12/1/1993,否,否,370000,山东省,371000,威海市,地级市（区）,,环翠区,党委,1300,党委常委会/政治局 ,,,,书记,正处,无,初中,13
12,刘国信,14,9/1/1993,7/1/1996,是,否,370000,山东省,,,,,,学校,37010,山东经济干部管理学院,,经济管理专业,,学员,副厅,学校,本科,14
12,刘国信,15,12/1/1993,6/1/1997,否,否,370000,山东省,371000,威海市,地级市（区）,,文登市,党委,1300,党委常委会/政治局 ,,,,书记,副厅,无,本科,15
12,刘国信,16,12/1/1993,6/1/1997,否,否,370000,山东省,371000,威海市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,党委,副厅,市常委（其他）,本科,16
12,刘国信,17,6/1/1997,1/1/2001,否,否,370000,山东省,371000,威海市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,副书记,副厅,市委副书记（专职）,本科,17
12,刘国信,18,6/1/1997,1/1/2001,否,否,370000,山东省,371000,威海市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,副市长,副厅,副市长（常委）,本科,18
12,刘国信,19,1/1/2001,2/1/2001,否,否,370000,山东省,370500,东营市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,代市长,正厅,市长,本科,19
12,刘国信,20,2/1/2001,10/1/2006,否,否,370000,山东省,370500,东营市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,市长,正厅,市长,本科,20
12,刘国信,21,10/1/2006,5/1/2013,否,否,370000,山东省,,,,,,政协,1111,政协（非常委会）,,,,委员,正厅,无,本科,21
13,张建华,1,12/1/1970,12/1/1973,否,否,370000,山东省,370600,烟台市,地级市（区）,,,地方企业,5604,烟台粉末冶金厂,,,,工人,无级别,无,初中,1
13,张建华,2,12/1/1973,8/1/1976,否,否,370000,山东省,370600,烟台市,地级市（区）,,,地方企业,5605,烟台二锁厂,,党支部/团支部,,委员/书记,小于副处,无,初中,2
13,张建华,3,8/1/1976,12/1/1976,否,否,370000,山东省,370600,烟台市,地级市（区）,,,政府_国务院,2722,第二轻工部/厅/局,,政工科,,干事,小于副处,无,初中,3
13,张建华,4,12/1/1976,9/1/1983,否,否,370000,山东省,370600,烟台市,地级市（区）,,,党委,1303,宣传部（党委）,,,,干事,小于副处,无,初中,4
13,张建华,5,9/1/1983,8/1/1985,是,否,370000,山东省,,,,,,学校,80248,山东省委党校,,干部专修科,,学员,小于副处,学校,专科,5
13,张建华,6,8/1/1985,6/1/1987,否,否,370000,山东省,370600,烟台市,地级市（区）,,,党委,1302,组织部 （党委）,,组织部,,干事,小于副处,无,专科,6
13,张建华,7,6/1/1987,3/1/1990,否,否,370000,山东省,370600,烟台市,地级市（区）,,芝罘区,党委,1301,党委办公厅 /室,,办公室,,副主任,小于副处,秘书,专科,7
13,张建华,8,3/1/1990,11/1/1992,否,否,370000,山东省,370600,烟台市,地级市（区）,,芝罘区,党委,1301,党委办公厅 /室,,办公室,,主任,副处,秘书,专科,8
13,张建华,9,11/1/1992,4/1/1993,否,否,370000,山东省,370600,烟台市,地级市（区）,,芝罘区,党委,1300,党委常委会/政治局 ,,,,副书记,副处,无,专科,9
13,张建华,10,4/1/1993,12/1/1997,否,否,370000,山东省,370600,烟台市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,副秘书长,正处,秘书,专科,10
13,张建华,11,9/1/1995,12/1/1997,是,否,370000,山东省,,,,,,学校,80248,山东省委党校,,业余本科班,经济管理专业,学员,正处,学校,本科,11
13,张建华,12,12/1/1997,1/1/2001,否,否,370000,山东省,370600,烟台市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,秘书长,副厅,秘书,本科,12
13,张建华,13,12/1/1997,1/1/2001,否,否,370000,山东省,370600,烟台市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,市委常委,副厅,市常委（其他）,本科,13
13,张建华,14,1/1/2001,9/1/2006,否,否,370000,山东省,370600,烟台市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,副市长,副厅,副市长（常委）,本科,14
13,张建华,15,1/1/2001,9/1/2006,否,否,370000,山东省,370600,烟台市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,副书记,副厅,市委副书记（专职）,本科,15
13,张建华,16,3/1/2001,1/1/2004,是,否,840000,中央,,,,,,学校,80001,中央党校,,在职研究生班,,学员,副厅,学校,硕士,16
13,张建华,17,9/1/2006,1/1/2011,否,否,370000,山东省,370500,东营市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,市长,正厅,市长,硕士,17
13,张建华,18,2/1/2011,2/1/2013,否,否,370000,山东省,,,,,,党委,1306,政法委,,,,政法委常务副书记,正厅,无,硕士,18
13,张建华,19,2/1/2013,7/1/2015,否,否,370000,山东省,,,,,,人大,1008,人大内务司法委员会,,,,副主任委员,正厅,无,硕士,19
